id,star,name,name_link,cost,hp1,hpmax,atk1,atkmax,des,des_max,icon,img_link
847,4,英灵旅装：谜之女主角X,英灵旅装：谜之女主角X,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/5/59/礼装847.jpg,https://fgo.wiki\images/8/88/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E8%B0%9C%E4%B9%8B%E5%A5%B3%E4%B8%BB%E8%A7%92X.png
848,4,英灵旅装：哪吒,英灵旅装：哪吒,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/6/6e/礼装848.jpg,https://fgo.wiki\images/4/4c/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E5%93%AA%E5%90%92.png
849,4,英灵旅装：尼禄・克劳狄乌斯,英灵旅装：尼禄·克劳狄乌斯,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/b/b2/礼装849.jpg,https://fgo.wiki\images/7/7d/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E5%B0%BC%E7%A6%84%C2%B7%E5%85%8B%E5%8A%B3%E7%8B%84%E4%B9%8C%E6%96%AF.png
850,4,英灵旅装：布伦希尔德,英灵旅装：布伦希尔德,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/e/e8/礼装850.jpg,https://fgo.wiki\images/2/29/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E5%B8%83%E4%BC%A6%E5%B8%8C%E5%B0%94%E5%BE%B7.png
851,4,英灵旅装：保罗・班扬,英灵旅装：保罗·班扬,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/6/68/礼装851.jpg,https://fgo.wiki\images/c/ce/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E4%BF%9D%E7%BD%97%C2%B7%E7%8F%AD%E6%89%AC.png
852,4,英灵旅装：梅林,英灵旅装：梅林,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/9/91/礼装852.jpg,https://fgo.wiki\images/a/a2/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E6%A2%85%E6%9E%97.png
853,4,英灵旅装：玛修・基列莱特,英灵旅装：玛修·基列莱特,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/4/4b/礼装853.jpg,https://fgo.wiki\images/a/a2/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E7%8E%9B%E4%BF%AE%C2%B7%E5%9F%BA%E5%88%97%E8%8E%B1%E7%89%B9.png
854,4,英灵旅装：玛尔达,英灵旅装：玛尔达,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/5/57/礼装854.jpg,https://fgo.wiki\images/4/44/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E7%8E%9B%E5%B0%94%E8%BE%BE.png
855,4,英灵旅装：源赖光,英灵旅装：源赖光,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/1/1f/礼装855.jpg,https://fgo.wiki\images/1/12/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E6%BA%90%E8%B5%96%E5%85%89.png
856,4,英灵旅装：柳生但马守宗矩,英灵旅装：柳生但马守宗矩,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/e/ed/礼装856.jpg,https://fgo.wiki\images/0/0a/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E6%9F%B3%E7%94%9F%E4%BD%86%E9%A9%AC%E5%AE%88%E5%AE%97%E7%9F%A9.png
857,4,英灵旅装：莱昂纳多・达・芬奇,英灵旅装：莱昂纳多·达·芬奇,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/9/90/礼装857.jpg,https://fgo.wiki\images/3/3e/%E8%8B%B1%E7%81%B5%E6%97%85%E8%A3%85%EF%BC%9A%E8%8E%B1%E6%98%82%E7%BA%B3%E5%A4%9A%C2%B7%E8%BE%BE%C2%B7%E8%8A%AC%E5%A5%87.png
858,5,爱与希望的故事,爱与希望的故事,12,400,1600,250,1000,自身的暴击星集中度提升100%＆暴击威力提升10%＆以初始NP已达50%的状态开始战斗,自身的暴击星集中度提升200%＆暴击威力提升15%＆以初始NP已达60%的状态开始战斗[最大解放],https://fgo.wiki\images/d/dc/礼装858.jpg,https://fgo.wiki\images/d/d7/%E7%88%B1%E4%B8%8E%E5%B8%8C%E6%9C%9B%E7%9A%84%E6%95%85%E4%BA%8B.png
859,4,最伟大的旅程,最伟大的旅程,9,320,1200,200,750,自身的Quick指令卡性能提升10%＆NP获得量提升5%,自身的Quick指令卡性能提升15%＆NP获得量提升10%[最大解放],https://fgo.wiki\images/d/d1/礼装859.jpg,https://fgo.wiki\images/c/cb/%E6%9C%80%E4%BC%9F%E5%A4%A7%E7%9A%84%E6%97%85%E7%A8%8B.png
860,3,TEAM Phoenix,TEAM Phoenix,5,0,0,200,1000,付与自身每回合获得1个暴击星的状态＆暴击威力提升5%,付与自身每回合获得2个暴击星的状态＆暴击威力提升10%[最大解放],https://fgo.wiki\images/0/0b/礼装860.jpg,https://fgo.wiki\images/2/27/TEAM_Phoenix.png
861,5,秉持风雅,秉持风雅,12,750,3000,0,0,关卡通关时获得的魔术礼装经验增加1%(助战时增加3%),关卡通关时获得的魔术礼装经验增加5%(助战时增加15%)[最大解放],https://fgo.wiki\images/1/14/礼装861.jpg,https://fgo.wiki\images/8/8d/%E7%A7%89%E6%8C%81%E9%A3%8E%E9%9B%85.png
862,4,诸神遗留之爱,诸神遗留之爱,9,100,100,100,100,斯卡哈·斯卡蒂(Caster)装备，且自身在场时，<br>己方全体的Quick指令卡性能提升10%＆暴击威力提升15%,,https://fgo.wiki\images/2/2f/礼装862.jpg,https://fgo.wiki\images/1/1b/%E8%AF%B8%E7%A5%9E%E9%81%97%E7%95%99%E4%B9%8B%E7%88%B1.png
863,4,Fate-Grand Order Arcade,Fate/Grand Order Arcade,9,100,100,100,100,关卡通关时获得的御主经验增加50,,https://fgo.wiki\images/c/cd/礼装863.jpg,https://fgo.wiki\images/0/01/Fate-Grand_Order_Arcade.png
864,4,Singularity F,Singularity F,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/6/61/礼装864.jpg,https://fgo.wiki\images/0/07/Singularity_F.png
865,5,翠绿上的摇曳,翠绿上的摇曳,12,400,1600,250,1000,自身的Arts指令卡性能提升15%＆宝具威力提升15%,自身的Arts指令卡性能提升20%＆宝具威力提升20%[最大解放],https://fgo.wiki\images/c/c4/礼装865.jpg,https://fgo.wiki\images/9/95/%E7%BF%A0%E7%BB%BF%E4%B8%8A%E7%9A%84%E6%91%87%E6%9B%B3.png
866,5,沙滩上的英雄,沙滩上的英雄,12,400,1600,250,1000,自身的Buster指令卡性能提升10%＆宝具威力提升10%＆付与自身每回合获得3个暴击星的状态,自身的Buster指令卡性能提升15%＆宝具威力提升15%＆付与自身每回合获得4个暴击星的状态[最大解放],https://fgo.wiki\images/e/e2/礼装866.jpg,https://fgo.wiki\images/3/35/%E6%B2%99%E6%BB%A9%E4%B8%8A%E7%9A%84%E8%8B%B1%E9%9B%84.png
867,4,疾风怒涛,疾风怒涛,9,320,1200,200,750,自身的Buster指令卡性能提升8%＆宝具威力提升8%＆NP获得量提升8%,自身的Buster指令卡性能提升10%＆宝具威力提升10%＆NP获得量提升10%[最大解放],https://fgo.wiki\images/0/0f/礼装867.jpg,https://fgo.wiki\images/7/76/%E7%96%BE%E9%A3%8E%E6%80%92%E6%B6%9B.png
868,4,晚霞中的即兴演奏,晚霞中的即兴演奏,9,320,1200,200,750,自身的Quick指令卡性能提升8%＆Arts指令卡性能提升8%＆暴击威力提升5%,自身的Quick指令卡性能提升10%＆Arts指令卡性能提升10%＆暴击威力提升10%[最大解放],https://fgo.wiki\images/4/48/礼装868.jpg,https://fgo.wiki\images/e/ec/%E6%99%9A%E9%9C%9E%E4%B8%AD%E7%9A%84%E5%8D%B3%E5%85%B4%E6%BC%94%E5%A5%8F.png
869,3,彻夜狂欢,彻夜狂欢,5,0,0,200,1000,自身NP获得量提升5%＆暴击威力提升5%,自身NP获得量提升10%＆暴击威力提升10%[最大解放],https://fgo.wiki\images/d/d6/礼装869.jpg,https://fgo.wiki\images/1/1a/%E5%BD%BB%E5%A4%9C%E7%8B%82%E6%AC%A2.png
870,3,奋笔疾书,奋笔疾书,5,300,1500,0,0,自身NP获得量提升5%＆宝具威力提升5%,自身NP获得量提升10%＆宝具威力提升10%[最大解放],https://fgo.wiki\images/a/a0/礼装870.jpg,https://fgo.wiki\images/e/e9/%E5%A5%8B%E7%AC%94%E7%96%BE%E4%B9%A6.png
871,5,绘画之夏,绘画之夏,12,400,1600,250,1000,自身的Arts指令卡性能提升8%＆NP获得量提升8%＆以NP已达30%的状态开始战斗,自身的Arts指令卡性能提升10%＆NP获得量提升10%＆以NP已达50%的状态开始战斗[最大解放],https://fgo.wiki\images/1/1d/礼装871.jpg,https://fgo.wiki\images/9/9c/%E7%BB%98%E7%94%BB%E4%B9%8B%E5%A4%8F.png
872,5,狐狸女士,狐狸女士,12,750,3000,0,0,付与自身每回合获得4%NP状态＆宝具威力提升15%＆付与伤害被减免100状态,付与自身每回合获得5%NP状态＆宝具威力提升20%＆付与伤害被减免200状态[最大解放],https://fgo.wiki\images/1/17/礼装872.jpg,https://fgo.wiki\images/0/0c/%E7%8B%90%E7%8B%B8%E5%A5%B3%E5%A3%AB.png
873,5,水光潋滟,水光潋滟,12,0,0,500,2000,付与自身必中状态＆暴击威力提升15%＆付与每回合获得3个暴击星状态,付与自身必中状态＆暴击威力提升20%＆付与每回合获得4个暴击星状态[最大解放],https://fgo.wiki\images/e/ee/礼装873.jpg,https://fgo.wiki\images/d/d2/%E6%B0%B4%E5%85%89%E6%BD%8B%E6%BB%9F.png
874,4,戏剧魔人的忧郁,戏剧魔人的忧郁,3,0,0,0,0,无效果,,https://fgo.wiki\images/1/1a/礼装874.jpg,https://fgo.wiki\images/6/69/%E6%88%8F%E5%89%A7%E9%AD%94%E4%BA%BA%E7%9A%84%E5%BF%A7%E9%83%81.png
875,4,Little little bullet,Little little bullet,3,0,0,0,0,无效果,,https://fgo.wiki\images/1/10/礼装875.jpg,https://fgo.wiki\images/c/c4/Little_little_bullet.png
876,4,咱们的圆桌,咱们的圆桌,3,0,0,0,0,无效果,,https://fgo.wiki\images/f/fc/礼装876.jpg,https://fgo.wiki\images/a/a0/%E5%92%B1%E4%BB%AC%E7%9A%84%E5%9C%86%E6%A1%8C.png
877,4,咖喱×米饭,咖喱×米饭,3,0,0,0,0,无效果,,https://fgo.wiki\images/6/60/礼装877.jpg,https://fgo.wiki\images/e/ef/%E5%92%96%E5%96%B1%C3%97%E7%B1%B3%E9%A5%AD.png
878,4,修行锻炼玛尔达,修行锻炼玛尔达,3,0,0,0,0,无效果,,https://fgo.wiki\images/f/f6/礼装878.jpg,https://fgo.wiki\images/0/01/%E4%BF%AE%E8%A1%8C%E9%94%BB%E7%82%BC%E7%8E%9B%E5%B0%94%E8%BE%BE.png
879,4,巨神巴贝奇,巨神巴贝奇,3,0,0,0,0,无效果,,https://fgo.wiki\images/e/ed/礼装879.jpg,https://fgo.wiki\images/2/25/%E5%B7%A8%E7%A5%9E%E5%B7%B4%E8%B4%9D%E5%A5%87.png
880,4,妈妈的耳朵,妈妈的耳朵,3,0,0,0,0,无效果,,https://fgo.wiki\images/8/86/礼装880.jpg,https://fgo.wiki\images/a/a5/%E5%A6%88%E5%A6%88%E7%9A%84%E8%80%B3%E6%9C%B5.png
881,4,我们无法召唤！,我们无法召唤！,3,0,0,0,0,无效果,,https://fgo.wiki\images/7/7b/礼装881.jpg,https://fgo.wiki\images/6/64/%E6%88%91%E4%BB%AC%E6%97%A0%E6%B3%95%E5%8F%AC%E5%94%A4%EF%BC%81.png
882,4,喜欢拉面的阿纳斯塔西娅小姐,喜欢拉面的阿纳斯塔西娅小姐,3,0,0,0,0,无效果,,https://fgo.wiki\images/d/d0/礼装882.jpg,https://fgo.wiki\images/f/f8/%E5%96%9C%E6%AC%A2%E6%8B%89%E9%9D%A2%E7%9A%84%E9%98%BF%E7%BA%B3%E6%96%AF%E5%A1%94%E8%A5%BF%E5%A8%85%E5%B0%8F%E5%A7%90.png
883,4,反派大小姐想将坏女人彻底打废！,反派大小姐想将坏女人彻底打废！,3,0,0,0,0,无效果,,https://fgo.wiki\images/a/ab/礼装883.jpg,https://fgo.wiki\images/3/3b/%E5%8F%8D%E6%B4%BE%E5%A4%A7%E5%B0%8F%E5%A7%90%E6%83%B3%E5%B0%86%E5%9D%8F%E5%A5%B3%E4%BA%BA%E5%BD%BB%E5%BA%95%E6%89%93%E5%BA%9F%EF%BC%81.png
884,4,咏天流受法用心集,咏天流受法用心集,3,0,0,0,0,无效果,,https://fgo.wiki\images/6/6e/礼装884.jpg,https://fgo.wiki\images/4/4f/%E5%92%8F%E5%A4%A9%E6%B5%81%E5%8F%97%E6%B3%95%E7%94%A8%E5%BF%83%E9%9B%86.png
885,4,克罗斯碧奇的魔法姬与怪物,克罗斯碧奇的魔法姬与怪物,3,0,0,0,0,无效果,,https://fgo.wiki\images/8/81/礼装885.jpg,https://fgo.wiki\images/b/b1/%E5%85%8B%E7%BD%97%E6%96%AF%E7%A2%A7%E5%A5%87%E7%9A%84%E9%AD%94%E6%B3%95%E5%A7%AC%E4%B8%8E%E6%80%AA%E7%89%A9.png
886,4,海洋天使,海洋天使,9,100,100,100,100,贞德(Archer)装备，且自身在场时，<br>己方全体的Arts指令卡性能提升10%＆宝具威力提升10%,,https://fgo.wiki\images/7/70/礼装886.jpg,https://fgo.wiki\images/5/50/%E6%B5%B7%E6%B4%8B%E5%A4%A9%E4%BD%BF.png
887,4,大江山大烟花,大江山大烟花,9,100,100,100,100,茨木童子(Lancer)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升10%＆暴击威力提升15%,,https://fgo.wiki\images/9/94/礼装887.jpg,https://fgo.wiki\images/6/60/%E5%A4%A7%E6%B1%9F%E5%B1%B1%E5%A4%A7%E7%83%9F%E8%8A%B1.png
888,4,天狗变装套装,天狗变装套装,9,100,100,100,100,牛若丸(Assassin)装备，且自身在场时，<br>己方全体的Quick指令卡性能提升10%＆暴击威力提升15%,,https://fgo.wiki\images/3/33/礼装888.jpg,https://fgo.wiki\images/3/3c/%E5%A4%A9%E7%8B%97%E5%8F%98%E8%A3%85%E5%A5%97%E8%A3%85.png
889,4,日积月累的时间结晶,日积月累的时间结晶,9,100,100,100,100,贞德(Alter)(Berserker)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升10%＆宝具威力提升10%,,https://fgo.wiki\images/5/51/礼装889.jpg,https://fgo.wiki\images/5/57/%E7%A7%AF%E7%B4%AF%E7%9A%84%E6%97%B6%E9%97%B4%E4%B9%8B%E7%BB%93%E6%99%B6.png
890,4,深渊中最后的度假胜地,深渊中最后的度假胜地,9,100,100,100,100,BB(SSR·MoonCancer)装备，且自身在场时，<br>己方全体的Arts指令卡性能提升10%＆Buster指令卡性能提升10%,,https://fgo.wiki\images/9/91/礼装890.jpg,https://fgo.wiki\images/6/6d/%E6%B7%B1%E6%B8%8A%E4%B8%AD%E6%9C%80%E5%90%8E%E7%9A%84%E5%BA%A6%E5%81%87%E8%83%9C%E5%9C%B0.png
891,4,这个夏天的相册,这个夏天的相册,9,100,100,100,100,女王梅芙(Saber)装备，且自身在场时，<br>己方全体NP获得量提升10%＆宝具威力提升10%,,https://fgo.wiki\images/8/85/礼装891.jpg,https://fgo.wiki\images/c/c7/%E8%BF%99%E4%B8%AA%E5%A4%8F%E5%A4%A9%E7%9A%84%E7%9B%B8%E5%86%8C.png
892,4,地球的回忆,地球的回忆,9,100,100,100,100,谜之女主角XX(Foreigner)装备，且自身在场时，<br>为己方全体付与20%对〔Saber〕特攻状态,,https://fgo.wiki\images/5/52/礼装892.jpg,https://fgo.wiki\images/6/61/%E5%9C%B0%E7%90%83%E7%9A%84%E5%9B%9E%E5%BF%86.png
893,4,Fate-Grand Order Memories Ⅰ,Fate/Grand Order Memories Ⅰ,9,100,100,100,100,关卡通关时获得的御主经验增加50,,https://fgo.wiki\images/7/70/礼装893.jpg,https://fgo.wiki\images/8/8e/Fate_Grand_Order_Memories_I.png
894,4,波涛与涟漪,波涛与涟漪,9,100,100,100,100,迪尔姆德·奥迪那(Saber)装备，且自身在场时，<br>己方全体的Quick指令卡性能提升10%＆Buster指令卡性能提升10%,,https://fgo.wiki\images/2/26/礼装894.jpg,https://fgo.wiki\images/0/0b/%E6%B3%A2%E6%B6%9B%E4%B8%8E%E6%B6%9F%E6%BC%AA.png
895,4,相争的宿命,相争的宿命,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/9/95/礼装895.jpg,https://fgo.wiki\images/a/a4/%E7%9B%B8%E4%BA%89%E7%9A%84%E5%AE%BF%E5%91%BD.png
896,5,Gilgamesh in NY,Gilgamesh in NY,12,0,0,500,2000,自身的Buster指令卡性能提升20%＆NP获得量提升10%,自身的Buster指令卡性能提升25%＆NP获得量提升15%[最大解放],https://fgo.wiki\images/2/25/礼装896.jpg,https://fgo.wiki\images/e/e7/Gilgamesh_in_NY.png
897,4,闪耀于摩天楼之上,闪耀于摩天楼之上,9,0,0,400,1500,自身的Buster指令卡性能提升8%＆暴击威力提升15%,自身的Buster指令卡性能提升10%＆暴击威力提升20%[最大解放],https://fgo.wiki\images/8/8f/礼装897.jpg,https://fgo.wiki\images/0/0e/%E9%97%AA%E8%80%80%E4%BA%8E%E6%91%A9%E5%A4%A9%E6%A5%BC%E4%B9%8B%E4%B8%8A.png
898,3,开演时间,开演时间,5,160,800,100,500,自身的Quick指令卡性能提升3%＆宝具威力提升8%,自身的Quick指令卡性能提升5%＆宝具威力提升10%[最大解放],https://fgo.wiki\images/f/f3/礼装898.jpg,https://fgo.wiki\images/1/14/%E5%BC%80%E6%BC%94%E6%97%B6%E9%97%B4.png
899,5,复仇战,复仇战,12,0,0,500,2000,付与自身毅力状态(1次·HP回复1)＆自身的暴击威力提升15%,付与自身毅力状态(1次·HP回复1)＆自身的暴击威力提升20%[最大解放],https://fgo.wiki\images/2/2c/礼装899.jpg,https://fgo.wiki\images/c/c7/%E5%A4%8D%E4%BB%87%E6%88%98.png
900,5,C・K・T,C·K·T,12,400,1600,250,1000,自身的Quick指令卡性能提升10%＆Arts指令卡性能提升10%＆宝具威力提升10%,自身的Quick指令卡性能提升15%＆Arts指令卡性能提升15%＆宝具威力提升15%[最大解放],https://fgo.wiki\images/a/a4/礼装900.jpg,https://fgo.wiki\images/2/22/C%C2%B7K%C2%B7T.png
901,4,概念礼装EXP卡：美分商店,概念礼装EXP卡：美分商店,9,0,0,0,0,提供30000点概念礼装经验值,无效果,https://fgo.wiki\images/0/02/礼装901.jpg,https://fgo.wiki\images/c/c4/%E6%A6%82%E5%BF%B5%E7%A4%BC%E8%A3%85EXP%E5%8D%A1%EF%BC%9A%E7%BE%8E%E5%88%86%E5%95%86%E5%BA%97.png
902,5,Welcome to ONILAND!!,Welcome to ONILAND!!,12,0,0,500,2000,自身的Arts指令卡性能提升10%＆Buster指令卡性能提升10%＆以NP已达40%的状态开始战斗,自身的Arts指令卡性能提升12%＆Buster指令卡性能提升12%＆以NP已达50%的状态开始战斗[最大解放],https://fgo.wiki\images/2/2c/礼装902.jpg,https://fgo.wiki\images/0/00/Welcome_to_ONILAND%21%21.png
903,4,遍染艳红,遍染艳红,9,320,1200,200,750,自身的Buster指令卡性能提升8%＆暴击威力提升8%＆NP获得量提升8%,自身的Buster指令卡性能提升10%＆暴击威力提升10%＆NP获得量提升10%[最大解放],https://fgo.wiki\images/f/fe/礼装903.jpg,https://fgo.wiki\images/f/f0/%E9%81%8D%E6%9F%93%E8%89%B3%E7%BA%A2.png
904,3,足柄兄弟,足柄兄弟,5,0,0,200,1000,自身的Quick指令卡性能提升3%＆暴击星掉落率提升5%,自身的Quick指令卡性能提升5%＆暴击星掉落率提升10%[最大解放],https://fgo.wiki\images/5/57/礼装904.jpg,https://fgo.wiki\images/a/a0/%E8%B6%B3%E6%9F%84%E5%85%84%E5%BC%9F.png
905,5,三位垂钓者,三位垂钓者,12,750,3000,0,0,自身的Quick指令卡性能提升10%＆宝具威力提升10%＆暴击威力提升10%,自身的Quick指令卡性能提升15%＆宝具威力提升15%＆暴击威力提升15%[最大解放],https://fgo.wiki\images/f/f8/礼装905.jpg,https://fgo.wiki\images/b/b5/%E4%B8%89%E4%BD%8D%E5%9E%82%E9%92%93%E8%80%85.png
906,5,皇家糖霜,皇家糖霜,12,0,0,500,2000,自身的Arts指令卡性能提升10%＆宝具威力提升20%,自身的Arts指令卡性能提升15%＆宝具威力提升25%[最大解放],https://fgo.wiki\images/3/3e/礼装906.jpg,https://fgo.wiki\images/9/97/%E7%9A%87%E5%AE%B6%E7%B3%96%E9%9C%9C.png
907,5,冰结斗熊,冰结斗熊,12,400,1600,250,1000,付与自身无敌贯通状态＆Buster指令卡性能提升8%,付与自身无敌贯通状态＆Buster指令卡性能提升10%[最大解放],https://fgo.wiki\images/d/d3/礼装907.jpg,https://fgo.wiki\images/6/61/%E5%86%B0%E7%BB%93%E6%96%97%E7%86%8A.png
908,4,难以忘怀之物,难以忘怀之物,9,100,100,100,100,志度内(Alterego)装备，且自身在场时，<br>己方全体的Arts指令卡性能提升10%＆宝具威力提升10%,,https://fgo.wiki\images/0/06/礼装908.jpg,https://fgo.wiki\images/3/38/%E9%9A%BE%E4%BB%A5%E5%BF%98%E6%80%80%E4%B9%8B%E7%89%A9.png
909,4,护法的末路,护法的末路,9,100,100,100,100,酒吞童子(Caster)装备，且自身在场时，<br>己方全体的Buster指令卡性能提升10%＆NP获得量提升10%,,https://fgo.wiki\images/1/13/礼装909.jpg,https://fgo.wiki\images/6/61/%E6%8A%A4%E6%B3%95%E7%9A%84%E6%9C%AB%E8%B7%AF.png
910,5,迦勒底午茶时光,迦勒底午茶时光,12,750,3000,0,0,关卡通关时获得的羁绊值提升1%(助战时增加3%),关卡通关时获得的羁绊值提升5%(助战时增加15%)[最大解放],https://fgo.wiki\images/f/f5/礼装910.jpg,https://fgo.wiki\images/7/77/%E8%BF%A6%E5%8B%92%E5%BA%95%E5%8D%88%E8%8C%B6%E6%97%B6%E5%85%89.png
911,4,龙与龙之剑士,龙与龙之剑士,9,100,100,100,100,关卡通关时获得的魔术礼装经验增加50,,https://fgo.wiki\images/9/91/礼装911.jpg,https://fgo.wiki\images/2/28/%E9%BE%99%E4%B8%8E%E9%BE%99%E4%B9%8B%E5%89%91%E5%A3%AB.png
912,5,火炎伯爵,火炎伯爵,12,0,0,500,2000,自身的宝具威力提升20%＆宝具使用时充能阶段上升2级(1次),自身的宝具威力提升25%＆宝具使用时充能阶段上升2级(1次)[最大解放],https://fgo.wiki\images/b/bd/礼装912.jpg,https://fgo.wiki\images/5/55/%E7%81%AB%E7%82%8E%E4%BC%AF%E7%88%B5.png
913,4,远方的前路,远方的前路,9,320,1200,200,750,付与自身每回合获得NP4%状态＆Buster指令卡性能提升10%,付与自身每回合获得NP5%状态＆Buster指令卡性能提升12%[最大解放],https://fgo.wiki\images/7/73/礼装913.jpg,https://fgo.wiki\images/1/1a/%E8%BF%9C%E6%96%B9%E7%9A%84%E5%89%8D%E8%B7%AF.png
914,3,深闺丽人,深闺丽人,5,300,1500,0,0,自身的被强化成功率提升10%,自身的被强化成功率提升15%[最大解放],https://fgo.wiki\images/0/01/礼装914.jpg,https://fgo.wiki\images/f/f4/%E6%B7%B1%E9%97%BA%E4%B8%BD%E4%BA%BA.png
915,4,不死鸟落于大地,不死鸟落于大地,9,320,1200,200,750,付与自身每回合获得NP4%状态＆NP获得量提升10%,付与自身每回合获得NP5%状态＆NP获得量提升15%[最大解放],https://fgo.wiki\images/e/e6/礼装915.jpg,https://fgo.wiki\images/6/6f/%E4%B8%8D%E6%AD%BB%E9%B8%9F%E8%90%BD%E4%BA%8E%E5%A4%A7%E5%9C%B0.png
916,4,会稽零式设计图,会稽零式设计图,9,100,100,100,100,项羽(Berserker)装备，且自身在场时，<br>己方全体的Quick指令卡性能提升10%＆Buster指令卡性能提升10%,,https://fgo.wiki\images/1/18/礼装916.jpg,https://fgo.wiki\images/8/83/%E4%BC%9A%E7%A8%BD%E9%9B%B6%E5%BC%8F%E8%AE%BE%E8%AE%A1%E5%9B%BE.png
917,4,吾之毒杯，吾之假面,吾之毒杯，吾之假面,9,100,100,100,100,兰陵王(Saber)装备，且自身在场时，<br>己方全体的Arts指令卡性能提升10%＆NP获得量提升10%,,https://fgo.wiki\images/f/f4/礼装917.jpg,https://fgo.wiki\images/e/ee/%E5%90%BE%E4%B9%8B%E6%AF%92%E6%9D%AF%EF%BC%8C%E5%90%BE%E4%B9%8B%E5%81%87%E9%9D%A2.png
918,4,梣之木,梣之木,9,100,100,100,100,秦良玉(Lancer)装备，且自身在场时，<br>己方全体的Quick指令卡性能提升10%＆Arts指令卡性能提升10%,,https://fgo.wiki\images/1/1c/礼装918.jpg,https://fgo.wiki\images/c/c1/%E6%A2%A3%E4%B9%8B%E6%9C%A8.png
919,4,阿房宫模型,阿房宫模型,9,100,100,100,100,始皇帝(Ruler)装备时，<br>付与自身毅力状态(1次·HP回复50%),,https://fgo.wiki\images/7/7e/礼装919.jpg,https://fgo.wiki\images/b/b2/%E9%98%BF%E6%88%BF%E5%AE%AB%E6%A8%A1%E5%9E%8B.png
